id,name,sequence,channel_id/id,is_category,is_published,is_preview,slide_category,video_url
slide_section_purchase_13,How to Purchase Products in Different Units of Measure UoM in Odoo 16,213,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=DE5eson7UFg
slide_section_purchase_14,Odoo 16 Purchase Order Approval,214,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=Kc4zJkGz5Gs
slide_section_inventory_0,Inventory,300,odoo_functional_tutorial.slide_channel_odoo_functional,1,1,0,document,
slide_section_inventory_1,Odoo 16 Inventory: Warehouse Management System,301,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=M91ZIMJR6dA
slide_section_inventory_2,How to make inventory adjustments in Odoo 16,302,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=0Jnpo5ch-qY
slide_section_inventory_3,How to scrap products in Odoo 16,303,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=KSmdcNcwjLs
slide_section_inventory_4,Reordering Rule in Odoo 16,304,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=Fwlu-mFHv20
slide_section_inventory_5,Replenishment in Odoo 16,305,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=t6EtN5k7bxg
slide_section_inventory_6,Batch Picking and Wave Picking in Odoo 16 Inventory,306,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=c4FbRhtC6CM
slide_section_inventory_7,Inventory Reporting in Odoo 16,307,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=2it9LIxAk7Q
slide_section_inventory_8,How to Configure Landed Cost in Odoo 16,308,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=ncGpk4VM39o
slide_section_inventory_9,How to Configure & Plan Lead Time in Odoo 16,309,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=a1_SyEWUsas
slide_section_inventory_11,Consignment in Odoo 16 Inventory,311,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=BlqCfkNByK8
slide_section_inventory_12,How to configure expiration date on product in Odoo 16,312,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=7Xr8xhPqrrg
slide_section_inventory_13,Rules & Routes in Odoo 16 Inventory Module,313,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=qMRuQh7c2iE
slide_section_inventory_14,Inventory Operation Types in Odoo 16,314,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=m2UOLuxPwjU
slide_section_inventory_15,What is a Putaway Rule in Odoo 16,315,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=9vz2gxyGXuo
slide_section_inventory_16,Inventory valuation Odoo 16,316,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/30q0W9WeDmU
slide_section_inventory_17,Storage Locations & Storage Categories in Odoo 16 Inventory,317,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=DKL5jcsN0UA
slide_section_inventory_18,Lot or Serial Number Configuration in Odoo 16,318,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/RHG_iVKruHE
slide_section_inventory_19,Reservation Methods in Odoo 16,319,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/FZs6ozh4i0I
slide_section_inventory_20,Cross Docking in Odoo 16,320,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/pfSsJljmIQ4
slide_section_inventory_21,Odoo 16 Reception Report,321,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=g5sWPXQY5Aw
slide_section_inventory_23,Removal strategy in Odoo 16,323,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=_OhJYeBhQMU
slide_section_inventory_24,How to Reserve Product Packagings in Odoo 16,324,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/1WtvxYPIKxY
slide_section_accounting_0,Accounting ,400,odoo_functional_tutorial.slide_channel_odoo_functional,1,1,0,document,
slide_section_accounting_2,Credit notes in Odoo 16,402,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=zvn7HKYLsEo
slide_section_accounting_3,Follow up on invoices in Odoo 16,403,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=JDt4382_7g8
slide_section_accounting_4,Odoo 16 Cash rounding,404,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=QJYqbZ0xI7U
slide_section_accounting_5,How to Set Fiscal Year for Your Business in Odoo 16,405,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=TplnDduM2Tg
slide_section_accounting_6,How to configure journals in Odoo 16,406,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/2DHIgaQkhwg
slide_section_accounting_7,How to Manage Multi-Currency in Odoo 16,407,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=q5fAVs64Xxc
slide_section_accounting_8,How to Activate & Create Purchase Receipts in Odoo 16 Accounting,408,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=I_0Q3Yu3Dy4
slide_section_accounting_9,Budget Management in Odoo 16 Accounting,409,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=2l3S5A9Da9c
slide_section_accounting_10,Assets Management (Depreciation) |  Accounting,410,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=N0Tf5RmfVg8
slide_section_accounting_11,How to Manage deferred revenue in Odoo 16,411,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=E0jt4AG9ZWQ
slide_section_accounting_12,Disallowed Expenses in Odoo 16,412,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=o4Wz6z4gRmA
slide_section_accounting_13,How to Manage Deferred Expense in Odoo 16,413,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=WrCUGdAlYqk
slide_section_accounting_14,How to Create Vendor Refund in Odoo 16,414,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=VdOnXvAym18
slide_section_accounting_15,How Accounts Are Affected When an Invoice or Bill Is Generated in Odoo 16,415,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=Bg2DU-LUVAM
slide_section_accounting_16,Unrealized Currency Gains or Losses in Odoo 16 Accounting,416,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=NR1_5INuxsw
slide_section_accounting_17,Odoo 16 Anglo Saxon and Continental Accounting,417,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=yrP-WOPX5tc
slide_section_accounting_18,How to Manage Withholding Taxes in Odoo 16,418,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=QJ8kEk7oeVc
slide_section_accounting_19,Aged Receivables and Aged Payable reports in Odoo,419,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=jCLuhN51VVg
slide_section_accounting_20,How to Create Customer Invoice & Payment Management in Odoo 16 Accounting,420,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=5zJviwsyBog
slide_section_accounting_21,Batch Payments in Odoo 16,421,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=bEiwz0oiyBs
slide_section_accounting_22,Odoo 16 Analytic Accounting,422,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=m0wH3t33y5A
slide_section_accounting_23,Tax Reporting in Odoo 16,423,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=O5oFp8AliUI
slide_section_accounting_24,How to Manage Cash Basis Taxes in Odoo 16,424,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=EsmsHjU1VWY
slide_section_accounting_25,How to Create Automatic Transfers in Odoo16 Accounting,425,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=Co1qYQpFD1Y
slide_section_accounting_26,How to Set Opening Balance in Odoo 16,426,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=-nkHBzKJznw
slide_section_accounting_27,How to Import Your Bank Statements in Odoo 16 Accounting,427,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=aIFxds8u99Y
slide_section_accounting_28,Manage prices for B2B (tax excluded) & B2C (tax included),428,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=FIQTlGjEbzE
slide_section_pos_0,Point of Sale,500,odoo_functional_tutorial.slide_channel_odoo_functional,1,1,0,document,
slide_section_pos_1,How to Show Margins & Costs on Product Information With Odoo 16 PoS,501,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=43thusx80m4
slide_section_pos_2,Product Info Box in Odoo 16 PoS,502,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/MrkMMBNVWBs
slide_section_pos_3,How to Split Bills in Odoo 16 PoS,503,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/0RDkSmaotH0
slide_section_pos_4,How to Manage Tables in Bar or Restaurant on Odoo 16 PoS,504,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/RlxypoLXoBY
slide_section_pos_5,Customer Tips with Odoo 16 Point Of Sale,505,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=J9SE5lA6XRM
slide_section_pos_6,How to Add Notes in PoS,506,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/5SZtMksOyho
slide_section_pos_7,Odoo 16 POS Ship Later,507,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/SHO-Rn2utgU
slide_section_pos_8,Odoo 16 PoS Lots & Serial Number,508,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/4RdbqhcNQpU
slide_section_pos_9,Sales Details in Odoo 16 PoS,509,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/8fPTQ4Fn_us
slide_section_pos_10,Managing Multiple Price List With Odoo 16 Point of Sale,510,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=hkYhqG8NHlw
slide_section_pos_11,Down Payment in Odoo 16 POS,511,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/wovJdyEknPU
slide_section_pos_12,How to Manage Customer Rewards in Odoo 16 PoS,512,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=LRwXxG8B6eM
slide_section_pos_13,Product Configurator Odoo 16 PoS,513,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/MGbm4X7-FPc
slide_section_pos_14,Managing Cash Control in Odoo 16 Point of Sale,514,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=SzX86au47do
slide_section_pos_15,Settlement of Customer dues in Odoo 16 PoS,515,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/L4EbhSmhkA0
slide_section_pos_16,Point of Sales Cash In and Cash Out Odoo 16,516,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=N_LzEQf_Rb0&t=35s
slide_section_pos_17,Payment Methods in Odoo 16 Point of Sale,517,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=0c2ELNW25_c
slide_section_pos_18,Odoo 16 PoS Gift Card,518,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/vcU3QmaNsB8
slide_section_pos_19,How to Manage Customers & Track Amount Due in Odoo 16 PoS,519,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/fj2k4WKxpR0
slide_section_pos_20,POS Quick Loading,520,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/IAoN1u8SiJ0
slide_section_pos_21,How Discounts Are Given to Customers in Odoo 16 PoS,521,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/jTnvTXzVTPE
slide_section_pos_22,How to Allow Cashiers & Switching Cashiers in Odoo 16 Point of Sale,522,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=XX-uSPHhzVQ
slide_section_pos_23,Using Fiscal Positions in Odoo 16 PoS,523,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/VT_1oADxTvs
slide_section_pos_24,Odoo 16 POS Inventory Management,524,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/3H0CkcAlF_w
slide_section_pos_25,Coupons & Promotion Programs in Odoo 16 PoS,525,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/JyT5vKwxStM
slide_section_pos_26,How to Manage Product Category in PoS of Odoo 16,526,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=A35piSULlE8
slide_section_pos_27,Exchange Orders / Return & Refund in Odoo 16 PoS,527,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/hqubs4M2Xj8
slide_section_pos_28,How to Connect Your Devices in Odoo 16 PoS,528,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/MJ8jbO5JYGo
slide_section_pos_29,Odoo 16 Point of Sale Receipt Management | Automatic Receipt Printing in Odoo 16 PoS,529,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=ndHGJK2YzII&t=26s
slide_section_pos_30,Odoo 16 Rescue Session for PoS,530,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=bbljz-AZGiw
slide_section_project_0,Project,600,odoo_functional_tutorial.slide_channel_odoo_functional,1,1,0,document,
slide_section_project_1,Project Overview,601,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=meC0PlEtlMM
slide_section_project_2,How to Assign Tasks and Sub Tasks in the Odoo 16 Project,602,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/AMElbXNlMaM
slide_section_project_3,How to Configure and Use Collaborative Pad in Odoo 16 Project,603,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/8avaO4tggao
slide_section_project_4,How to Set Privacy Rules in the Odoo 16 Project Module,604,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/tNKRq4stWYI
slide_section_project_5,How to Create New Project in Odoo 16 Project Module,605,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=NtmjyxQQD1Y
slide_section_project_6,How to Calculate Project Profitability With Odoo 16 Project Module,606,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/cdpmc1tk6no
slide_section_project_7,Project Analysis Using Odoo 16,607,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/uVnc9DrTNDk
slide_section_website_0,Website,700,odoo_functional_tutorial.slide_channel_odoo_functional,1,1,0,document,
slide_section_website_1,Website Overview,701,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=garCZiY5dFo
slide_section_website_2,Website visitors and views ,702,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/8mzn8Ap-hSI
slide_section_website_3,Multi Languages and Language Translation for your Website with Odoo 16,703,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=3Z3xevkij-c
slide_section_website_4,How to Use Pricelists in Odoo 16 Website,704,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=gOAR-pyTxVg
slide_section_website_5,Automated invoicing for online payments ,705,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/Fo6BE-oqbo4
slide_section_website_6,Website form builder ?,706,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/RQVrzYqLuQQ
